tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***36241,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0357,NR,22 SELWOOD AVE,,,ON
***48736,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0357,S/S,LORRAINE AVE,E/O,BEECROFT RD,ON
***69028,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0357,NR,9 IRWIN AVE,,,ON
***48737,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0358,NR,23 LORRAINE AVE,,,ON
***48738,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0400,NR,7 LORRAINE AVE,,,ON
***48739,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0400,NR,7 LORRAINE AVE,,,ON
***49470,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0400,E/S,GLEN MANOR DR,S/O,HUBBARD BLVD,ON
***69029,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0400,NR,19 IRWIN AVE,,,ON
***36242,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0401,E/S,GLEN MANOR DR,S/O,HUBBARD BLVD,ON
***48740,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0401,NR,7 LORRAINE AVE,,,ON
***74595,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0402,NR,4 KEYSTONE AVE,,,ON
***98681,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0403,NR,71 ERIE ST,,,ON
***36243,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0404,NR,31 MACLEAN AVE,,,ON
***48741,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0405,NR,1 DUPLEX AVE,,,ON
***48742,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0408,NR,1 DUPLEX AVE,,,ON
***48743,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0409,NR,1 DUPLEX AVE,,,ON
***92418,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0409,NR,175 DEWBOURNE AVE,,,ON
***48744,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0411,NR,3 DUPLEX AVE,,,NY
***98682,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0411,NR,9 CLUBINE AVE,,,ON
***49471,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0412,NR,27 LOVE CRES,,,ON
***96837,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0412,NR,33 SIXTH ST,,,PA
***98683,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0412,NR,7 CLUBINE AVE,,,ON
***48745,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0413,NR,3 DUPLEX AVE,,,ON
***98684,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0413,NR,7 CLUBINE AVE,,,ON
***36244,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0414,NR,101 LOVE CRES,,,ON
***69030,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0414,NR,18 BEVERLEY ST,,,ON
***69031,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0415,NR,18 BEVERLEY ST,,,ON
***92419,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0415,NR,37 GARDINER RD,,,ON
***74596,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0416,OPP,3 EVERETT CRES,,,ON
***92420,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0416,NR,33 GARDINER RD,,,ON
***48746,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0417,NR,10 TALBOT RD,,,ON
***92421,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0417,NR,31 GARDINER RD,,,NM
***96838,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0417,NR,93 SEVENTH ST,,,ON
***98685,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0417,NR,81 GROVEDALE AVE,,,ON
***49472,20180101,192,STAND SIGNED TRANSIT STOP,150,0418,NR,601 KINGSTON RD,,,ON
***49473,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0418,NR,601 KINGSTON RD,,,ON
***48747,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0419,OPP,106 LORRAINE AVE,,,ON
***96839,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0421,NR,107 EIGHTH ST,,,ON
***98686,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0421,NR,353 CULFORD RD,,,ON
***96840,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0423,NR,97 EIGHTH ST,,,ON
***48748,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0425,OPP,113 CHARLTON BLVD,,,ON
***96841,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0425,NR,63 EIGHTH ST,,,ON
***25539,20180101,3,PARK ON PRIVATE PROPERTY,30,0426,,195 ALEXMUIR BLVD,,,ON
***69032,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0426,NR,180 JOHN ST,,,ON
***96842,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0428,NR,17 EIGHTH ST,,,ON
***25540,20180101,3,PARK ON PRIVATE PROPERTY,30,0431,,195 ALEXMUIR BLVD,,,ON
***25541,20180101,3,PARK ON PRIVATE PROPERTY,30,0436,,195 ALEXMUIR BLVD,,,ON
***60389,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0436,NR,68 YORK RD,,,ON
***60390,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0436,NR,68 YORK RD,,,ON
***48749,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0437,OPP,59 YORKVIEW DR,,,ON
***60391,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0437,NR,66 YORK RD,,,ON
***25542,20180101,3,PARK ON PRIVATE PROPERTY,30,0440,,195 ALEXMUIR BLVD,,,ON
***84601,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0443,NR,584 INDIAN GRV,,,ON
***60392,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0445,NR,6 MEAD CRT,,,ON
***84602,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0445,NR,69 HOOK AVE,,,ON
***02500,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0445,NR,60 HORSHAM AVE,,,ON
***60393,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0446,NR,8 MEAD CRT,,,ON
***02501,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0447,NR,82 HORSHAM AVE,,,ON
***92422,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0448,OPP,260 HEATH ST W,,,ON
***69033,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0449,NR,63 CECIL ST,,,ON
***73058,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0449,S/S,LYNN WILLIAMS ST,W/O,PIRANDELLO ST,ON
***92423,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0449,OPP,260 HEATH ST W,,,ON
***71739,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0450,NR,19 AUGUST AVE,,,ON
***25543,20180101,3,PARK ON PRIVATE PROPERTY,30,0451,,22 FOREST CREEK PATHWAY,,,ON
***73059,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0451,S/S,LYNN WILLIAMS ST,W/O,PIRANDELLO ST,ON
***92424,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0451,NR,30 TICHESTER RD,,,ON
***60394,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0452,NR,70 TRUMAN RD,,,ON
***60395,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0452,NR,70 TRUMAN RD,,,ON
***73060,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0452,S/S,LYNN WILLIAMS ST,W/O,PIRANDELLO ST,ON
***92425,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0452,NR,30 TICHESTER RD,,,ON
***60396,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0453,NR,70 TRUMAN RD,,,ON
***73061,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0453,S/S,LYNN WILLIAMS ST,W/O,PIRANDELLO ST,ON
***25544,20180101,3,PARK ON PRIVATE PROPERTY,30,0455,,22 FOREST CREEK PATHWAY,,,ON
***73062,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0457,N/S,WESTERN BATTERY RD,W/O,PIRANDELLO ST,ON
***92426,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0458,NR,8 RAGLAN AVE,,,ON
***25545,20180101,3,PARK ON PRIVATE PROPERTY,30,0459,,22 FOREST CREEK PATHWAY,,,ON
***73063,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0459,N/S,WESTERN BATTERY RD,W/O,PIRANDELLO ST,ON
***73064,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0500,N/S,WESTERN BATTERY RD,E/O,PIRANDELLO ST,ON
***92427,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0500,NR,32 RAGLAN AVE,,,ON
***02502,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0500,OPP,35 CANYON AVE,,,QC
***02503,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0501,OPP,35 CANYON AVE,,,ON
***02504,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0501,OPP,35 CANYON AVE,,,ON
***92428,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0502,NR,100 RAGLAN AVE,,,ON
***92553,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0502,NR,8 TEDDER ST,,,ON
***25546,20180101,3,PARK ON PRIVATE PROPERTY,30,0503,,22 FOREST CREEK PATHWAY,,,ON
***92554,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0503,NR,8 TEDDER ST,,,ON
***02505,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0503,OPP,1 CANYON AVE,,,ON
***73065,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0504,N/S,WESTERN BATTERY RD,E/O,PIRANDELLO ST,ON
***92429,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0504,NR,100 RAGLAN AVE,,,BC
***02506,20180101,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,0504,OPP,1 CANYON AVE,,,AZ
***73066,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0505,N/S,WESTERN BATTERY RD,E/O,PIRANDELLO ST,ON
***25547,20180101,3,PARK ON PRIVATE PROPERTY,30,0507,,22 FOREST CREEK PATHWAY,,,ON
***92430,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0508,W/S,CONNAUGHT CRCL,S/O,HEATHDALE RD,ON
***20929,20180101,3,PARK ON PRIVATE PROPERTY,30,0510,,100 MORNELLE COURT,,,ON
***73067,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0510,N/S,WESTERN BATTERY RD,E/O,PIRANDELLO ST,ON
***84603,20180101,3,PARK ON PRIVATE PROPERTY,30,0510,AT,15 WINDERMERE AVE,,,ON
***20930,20180101,3,PARK ON PRIVATE PROPERTY,30,0511,,100 MORNELLE COURT,,,ON
***25548,20180101,3,PARK ON PRIVATE PROPERTY,30,0511,,22 FOREST CREEK PATHWAY,,,ON
***73068,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0511,N/S,WESTERN BATTERY RD,E/O,PIRANDELLO ST,ON
***73069,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0511,N/S,WESTERN BATTERY RD,E/O,PIRANDELLO ST,ON
***20931,20180101,3,PARK ON PRIVATE PROPERTY,30,0512,,100 MORNELLE COURT,,,ON
***96843,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0512,NR,97 THIRD ST,,,ON
***96844,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0513,NR,103 THIRD ST,,,ON
***20932,20180101,3,PARK ON PRIVATE PROPERTY,30,0514,,100 MORNELLE COURT,,,ON
***71740,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0520,NR,27 WALLACE AVE,,,ON
***71741,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0522,OPP,126 WALLACE AVE,,,ON
***73070,20180101,3,PARK ON PRIVATE PROPERTY,30,0523,AT,75 EAST LIBERTY ST,,,ON
***73071,20180101,3,PARK ON PRIVATE PROPERTY,30,0524,AT,75 EAST LIBERTY ST,,,ON
***71742,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0525,NR,168 CAMPBELL AVE,,,ON
***25549,20180101,3,PARK ON PRIVATE PROPERTY,30,0526,,10 EMPRINGHAM DR,,,ON
***71743,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0526,NR,222 CAMPBELL AVE,,,ON
***73072,20180101,3,PARK ON PRIVATE PROPERTY,30,0526,AT,75 EAST LIBERTY ST,,,QC
***73073,20180101,3,PARK ON PRIVATE PROPERTY,30,0527,AT,75 EAST LIBERTY ST,,,ON
***71744,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0528,NR,270 CAMPBELL AVE,,,ON
***73074,20180101,3,PARK ON PRIVATE PROPERTY,30,0528,AT,75 EAST LIBERTY ST,,,ON
***73075,20180101,3,PARK ON PRIVATE PROPERTY,30,0530,AT,75 EAST LIBERTY ST,,,ON
***73076,20180101,3,PARK ON PRIVATE PROPERTY,30,0531,AT,75 EAST LIBERTY ST,,,ON
***92431,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0549,OPP,495 HOPEWELL AVE,,,ON
***35152,20180101,3,PARK ON PRIVATE PROPERTY,30,0556,,381 FRONT ST W,,,ON
***35425,20180101,347,PARK IN A FIRE ROUTE,250,0556,,250 CASSANDRA BLVD,,,ON
***78779,20180101,3,PARK ON PRIVATE PROPERTY,30,0712,,30 WAKUNDA,,,ON
***68858,20180101,347,PARK IN A FIRE ROUTE,250,0719,AT,160 CHALKFARM DR,,,ON
***78960,20180101,3,PARK ON PRIVATE PROPERTY,30,0727,AT,4k SPADINA AVE,,,ON
***53138,20180101,3,PARK ON PRIVATE PROPERTY,30,0740,AT,155 BEECROFT RD,,,ON
***53139,20180101,3,PARK ON PRIVATE PROPERTY,30,0741,AT,155 BEECROFT RD,,,ON
***53140,20180101,3,PARK ON PRIVATE PROPERTY,30,0742,AT,155 BEECROFT RD,,,ON
***57297,20180101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,0742,NR,66 COURCELETTE RD,,,ON
***60644,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0749,NR,15 EARLSCOURT AVE,,,ON
***60645,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0751,NR,23 NAIRN AVE,,,ON
***60646,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0752,NR,45 NAIRN AVE,,,ON
***56127,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0757,NR,300 WESTON RD,,,ON
***60647,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,0757,S/S,ROGERS RD,W/O,DAY AVE,ON
***31376,20180101,3,PARK ON PRIVATE PROPERTY,30,0800,,30 FALSTAFF AVE,,,ON
***31377,20180101,3,PARK ON PRIVATE PROPERTY,30,0802,,30 FALSTAFF AVE,,,PQ
***57298,20180101,3,PARK ON PRIVATE PROPERTY,30,0811,AT,709 KENNEDY RD,,,ON
***32673,20180101,3,PARK ON PRIVATE PROPERTY,30,0842,,386 YONGE ST,,,ON
***06656,20180101,3,PARK ON PRIVATE PROPERTY,30,0858,NR,5600 SHEPPARD AVE E,,,ON
***06657,20180101,3,PARK ON PRIVATE PROPERTY,30,0859,NR,5600 SHEPPARD AVE E,,,ON
***06658,20180101,3,PARK ON PRIVATE PROPERTY,30,0900,NR,5600 SHEPPARD AVE E,,,ON
***64256,20180101,3,PARK ON PRIVATE PROPERTY,30,0901,,20 FALSTAFF AVE,,,ON
***70509,20180101,347,PARK IN A FIRE ROUTE,250,0909,OPP,25 TELEGRAM MEWES,,,ON
***57299,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0912,OPP,190 BOROUGH DR,,,ON
***64257,20180101,3,PARK ON PRIVATE PROPERTY,30,0913,,138 JAMESTOWN CR,,,ON
***57300,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0921,NR,70 MORNELLE CRT,,,ON
***57301,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0931,OPP,70 ISLAND RD,,,ON
***66708,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0931,NR,95 RIVER ST,,,ON
***66709,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0931,NR,95 RIVER ST,,,ON
***57302,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,0932,OPP,70 ISLAND RD,,,ON
***57303,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,0933,OPP,70 ISLAND RD,,,ON
***94779,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0933,NR,59 HUNTLEY ST,,,ON
***80022,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0934,S/S,QUEENSDALE AVE,E/O,MONARCH PARK AVE,ON
***55600,20180101,3,PARK ON PRIVATE PROPERTY,30,0935,AT,DAN LECKIE WAY,,,ON
***94780,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0935,NR,2 LINDEN ST,,,ON
***77165,20180101,3,PARK ON PRIVATE PROPERTY,30,0937,AT,306 FRONT ST W,,,ON
***77166,20180101,3,PARK ON PRIVATE PROPERTY,30,0937,AT,306 FRONT ST W,,,ON
***94781,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0937,NR,26 LINDEN ST,,,ON
***53141,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0938,E/S,ELM RD,N/O,DELORAINE AVE,ON
***77167,20180101,3,PARK ON PRIVATE PROPERTY,30,0938,AT,306 FRONT ST W,,,ON
***77168,20180101,3,PARK ON PRIVATE PROPERTY,30,0938,AT,306 FRONT ST W,,,ON
***77169,20180101,3,PARK ON PRIVATE PROPERTY,30,0939,AT,306 FRONT ST W,,,ON
***53142,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0940,NR,87 ROE AVE,,,ON
***77170,20180101,3,PARK ON PRIVATE PROPERTY,30,0940,AT,306 FRONT ST W,,,ON
***94782,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,0940,NR,565 SHERBOURNE ST,,,ON
***77171,20180101,3,PARK ON PRIVATE PROPERTY,30,0941,AT,306 FRONT ST W,,,QC
***77172,20180101,3,PARK ON PRIVATE PROPERTY,30,0941,AT,306 FRONT ST W,,,ON
***90050,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0941,NR,35 BRENTCLIFFE RD,,,ON
***76107,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0945,NR,637 HURON ST,,,ON
***57849,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0946,NR,89 RHODES AVE,,,ON
***57304,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,0947,W/S,GALLOWAY RD,S/O,KINGSTON RD,ON
***76108,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0947,NR,617 HURON ST,,,ON
***45643,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0949,NR,101 FREDERICK ST,,,ON
***66260,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0949,NR,485 KINGSTON RD,,,ON
***76109,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0949,NR,559 HURON ST,,,ON
***76110,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0950,OPP,578 HURON ST,,,ON
***76111,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0950,OPP,576 HURON ST,,,QC
***80023,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0950,NR,50 COSBURN AVE,,,ON
***76112,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0952,OPP,574 HURON ST,,,ON
***57305,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0954,NR,30 ORTON PARK RD,,,ON
***76113,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0954,NR,95 PRINCE ARTHUR AVE,,,ON
***90051,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0954,NR,28 BROADWAY AVE,,,ON
***76114,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0957,NR,74 LOWTHER AVE,,,ON
***76115,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,0957,NR,74 LOWTHER AVE,,,ON
***66261,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,0958,NR,205 BINGHAM AVE,,,ON
***62879,20180101,3,PARK ON PRIVATE PROPERTY,30,1001,AT,54 THORNCLIFFE PARK DR,,,QC
***94783,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1001,N/S,SPRUCE ST,E/O,SACKVILLE ST,ON
***66262,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1002,NR,111 HANNAFORD ST,,,ON
***94784,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1003,NR,130 SPRUCE ST,,,ON
***94785,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1004,NR,134 SPRUCE ST,,,ON
***06659,20180101,3,PARK ON PRIVATE PROPERTY,30,1005,NR,67 HAVENBROOK BLVD,,,ON
***66710,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1006,NR,37 ST LAWRENCE ST,,,ON
***68859,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1006,NR,58 BRADY CRES,,,ON
***66711,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1007,NR,37 ST LAWRENCE ST,,,ON
***66712,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1008,E/S,ST LAWRENCE ST,S/O,TROLLEY CRES,ON
***66713,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1008,E/S,ST LAWRENCE ST,S/O,TROLLEY CRES,ON
***76116,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1008,NR,450 SPADINA AVE,,,ON
***66263,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1009,NR,109 MALVERN AVE,,,ON
***90052,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1009,OPP,160 DAVISVILLE AVE,,,ON
***57306,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1010,OPP,21 SCARBOROUGH GOLF CLUB RD,,,ON
***66714,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1010,S/S,TROLLEY CRES,E/O,ST LAWRENCE ST,ON
***66715,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1010,S/S,TROLLEY CRES,E/O,ST LAWRENCE ST,ON
***56128,20180101,4,PARK ON MUNICIPAL PROPERTY,30,1011,AT,10 DENFIELD ST,,,ON
***66716,20180101,16,PARK-WITHIN 9M INTERSECT ROAD,50,1013,S/S,TROLLEY CRES,W/O,LOWER RIVER ST,IL
***66264,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1019,OPP,2 GLEN STEWART AVE,,,ON
***66717,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,1019,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***45644,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1020,W/S,ST LAWRENCE ST,S/O,KING ST E,ON
***66718,20180101,29,PARK PROHIBITED TIME NO PERMIT,30,1020,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***76117,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1020,NR,21 ST JOSEPH ST,,,NY
***20736,20180101,31,STOP-ROAD SIDE-STOP/PARK VEH.,150,1021,NR,20 CONTINENTAL PL,,,ON
***76118,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1021,NR,11 ST JOSEPH ST,,,ON
***66265,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1022,NR,17 GLEN STEWART AVE,,,ON
***62880,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1023,E/S,MCRAE DR,N/O,MILLWOOD RD,ON
***45645,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1024,E/S,ST LAWRENCE ST,S/O,KING ST E,ON
***66266,20180101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1025,NR,60 WINTHORPE RD,,,ON
***57307,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1027,NR,512 BRIMORTON DR,,,ON
***76119,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1027,W/S,LA PLANTE AVE,N/O,HAYTER ST,ON
***57308,20180101,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1031,NR,2 AMBERJACK BLVD,,,ON
***66267,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1036,NR,219 BALSAM AVE,,,ON
***94786,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1037,NR,120 MAITLAND ST,,,ON
***68860,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1042,NR,335 DRIFTWOOD AVE,,,ON
***62881,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1043,N/S,BALLIOL ST,W/O,PAILTON CRES,ON
***66268,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1043,NR,27 WINTHORPE RD,,,ON
***68861,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1043,NR,335 DRIFTWOOD AVE,,,ON
***68862,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1044,NR,335 DRIFTWOOD AVE,,,ON
***68863,20180101,8,STAND VEH.-PROHIBIT TIME/DAY,60,1045,NR,335 DRIFTWOOD AVE,,,ON
***57850,20180101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1046,NR,209 GREENWOOD AVE,,,ON
***62882,20180101,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1046,OPP,155 BALLIOL ST,,,ON
***62883,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1048,OPP,165 BALLIOL ST,,,ON
***66269,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1048,NR,216 LEE AVE,,,ON
***62884,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1049,NR,118 BALLIOL ST,,,ON
***80024,20180101,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1049,NR,73 CAMBRIDGE AVE,,,ON
***66270,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1051,NR,120 LEE AVE,,,ON
***62885,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1052,OPP,117 BALLIOL ST,,,ON
***76478,20180101,406,PARK-VEH. W/O VALID ONT PLATE,40,1055,OPP,32 DE GRASSI ST,,,ON
***66719,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1056,N/S,OAK ST,E/O,SUMACH ST,ON
***66720,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1057,N/S,OAK ST,E/O,SUMACH ST,ON
***66721,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1057,N/S,OAK ST,E/O,SUMACH ST,ON
***66722,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1058,N/S,OAK ST,E/O,SUMACH ST,ON
***66723,20180101,49,FAIL TO PARK/STOP PARALL. RGHT,30,1058,N/S,OAK ST,E/O,SUMACH ST,ON
